tweet,stemming
"['percumalaporpolisi', 'kehilangan', 'motor', 'scoopy', 'yg', 'angsur', 'claim', 'asuransi', 'tindakan', 'kepolisian', 'usaha', 'nyari', 'motor', 'yg', 'hilang', 'claim', 'rugi', 'jutaan', 'yaaa', 'begitulaahhhh']",percumalaporpolisi hilang motor scoopy yg angsur claim asuransi tindak polisi usaha nyari motor yg hilang claim rugi juta yaaa begitulaahhhh
"['bikin', 'laporan', 'penggelapan', 'uang', 'yg', 'bukti', 'saksi', 'nya', 'udah', 'komplit', 'polisi', 'bilang', 'jgn', 'gampang', 'percaya', 'dui', 'gila', 'ajasih', 'pelaku', 'temen', 'deket', 'gue', 'tau', 'nipu', 'percumalaporpolisi']",bikin lapor gelap uang yg bukti saksi nya udah komplit polisi bilang jgn gampang percaya dui gila ajasih laku temen deket gue tau nipu percumalaporpolisi
"['indahsuci', 'gatau', 'ngomong', 'sabar', 'lo', 'hrs', 'kuat', 'semoga', 'lo', 'dilimpahkan', 'sabar', 'yg', 'dipermudah', 'urusan', 'didunia', 'percumalaporpolisi']",indahsuci gatau ngomong sabar lo hrs kuat moga lo limpah sabar yg mudah urus dunia percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['tagar', 'percumalaporpolisi', 'trending', 'topik', 'atty', 'somaddikarya', 'polri', 'maksimalkan', 'pelayanan', 'https', 't', 'co', 'dqiskbvtt']",tagar percumalaporpolisi trending topik atty somaddikarya polri maksimal layan https t co dqiskbvtt
"['tagar', 'percumalaporpolisi', 'trending', 'topik', 'atty', 'somaddikarya', 'polri', 'maksimalkan', 'pelayanan', 'https', 't', 'co', 'ednuvazaze']",tagar percumalaporpolisi trending topik atty somaddikarya polri maksimal layan https t co ednuvazaze
"['gelisah', 'greysia', 'polii', 'turun', 'tanding', 'diam', 'naiknya', 'tragediluwu', 'berujung', 'percumalaporpolisi', 'baim', 'dota', 'time', 'out', 'malu', 'https', 't', 'co', 'dclhbbgzv']",gelisah greysia polii turun tanding diam naik tragediluwu ujung percumalaporpolisi baim dota time out malu https t co dclhbbgzv
['percumalaporpolisi'],percumalaporpolisi
"['txtdrpemerintah', 'oh', 'iya', 'lupa', 'percumalaporpolisi']",txtdrpemerintah oh iya lupa percumalaporpolisi
"['ig', 'rame', 'percumalaporpolisi']",ig rame percumalaporpolisi
"['tvonenews', 'msaid', 'didu', 'aduuuh', 'percumalaporpolisi', 'trending', 'ya', 'kayak', 'nih', 'kasian', 'polisi', 'yg', 'pengen', 'kerja', 'bener', 'utk', 'melayani', 'masyarakat']",tvonenews msaid didu aduuuh percumalaporpolisi trending ya kayak nih kasi polisi yg ken kerja bener utk layan masyarakat
"['geloraco', 'duit', 'bayar', 'lapor', 'kalo', 'ekonomi', 'lemah', 'percumalaporpolisi', 'beda', 'nasib', 'artis']",geloraco duit bayar lapor kalo ekonomi lemah percumalaporpolisi beda nasib artis
"['txtdrpemerintah', 'ya', 'percumalaporpolisi']",txtdrpemerintah ya percumalaporpolisi
"['nunggu', 'ditegur', 'atasan', 'viral', 'sosmed', 'gercep', 'proses', 'percumalaporpolisi']",nunggu tegur atas viral sosmed gercep proses percumalaporpolisi
"['rezak', 'txtdrbekasi', 'dibenerin', 'krn', 'awam', 'ditangkap', 'polisi', 'dianggap', 'laporan', 'palsu', 'kocak', 'emg', 'emg', 'bener', 'percumalaporpolisi']",rezak txtdrbekasi dibenerin krn awam tangkap polisi anggap lapor palsu kocak emg emg bener percumalaporpolisi
"['wait', 'bacain', 'percumalaporpolisi', 'twt', 'sm', 'tiktok', 'kerja', 'polisi', 'ya', 'bikin', 'skck', 'serius', 'nanya']",wait bacain percumalaporpolisi twt sm tiktok kerja polisi ya bikin skck serius nanya
"['mahrozier', 'bimsyhuffy', 'waaji', 'nanidia', 'percumalaporpolisi']",mahrozier bimsyhuffy waaji nanidia percumalaporpolisi
"['berlaku', 'relevan', 'tagar', 'percumalaporpolisi', 'ya', 'bro']",laku relevan tagar percumalaporpolisi ya bro
"['detikcom', 'percumalaporpolisi', 'dipublish']",detikcom percumalaporpolisi dipublish
"['jokichan', 'hadeuuuh', 'hastag', 'yah', 'percumalaporpolisi', 'trus', 'berlanjut']",jokichan hadeuuuh hastag yah percumalaporpolisi trus lanjut
"['maaf', 'ngga', 'nich', 'si', 'penyebar', 'hoax', 'percumalaporpolisi', 'video', 'menteri', 'tjahjo', 'kumolo', 'maaf', 'sebar', 'hoaks', 'twitter', 'https', 't', 'co', 'c', 'ftwctq', 'https', 't', 'co', 'opwbgrdqrj']",maaf ngga nich si sebar hoax percumalaporpolisi video menteri tjahjo kumolo maaf sebar hoaks twitter https t co c ftwctq https t co opwbgrdqrj
"['tagar', 'percumalaporpolisi', 'viral', 'trending', 'topic', 'twitter', 'https', 't', 'co', 'zbksrxkchi']",tagar percumalaporpolisi viral trending topic twitter https t co zbksrxkchi
"['lapornya', 'netizen', 'jgn', 'polisi', 'lapor', 'polisi', 'orang', 'berduit', 'percumalaporpolisi', 'https', 't', 'co', 'juayfn', 'ua']",lapor netizen jgn polisi lapor polisi orang duit percumalaporpolisi https t co juayfn ua
"['muncul', 'hastag', 'tandingan', 'polrisesuaiprosedur', 'yg', 'mengaku', 'laporannya', 'sia', 'sia', 'kepolisian', 'dlm', 'hastag', 'percumalaporpolisi', 'yg', 'cacat', 'dg', 'prosedurnya', 'tersinggung', 'orang', 'sipil', 'tau']",muncul hastag tanding polrisesuaiprosedur yg aku lapor sia sia polisi dlm hastag percumalaporpolisi yg cacat dg prosedur singgung orang sipil tau
"['txtdrpemerintah', 'percumalaporpolisi']",txtdrpemerintah percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['percumalaporpolisi', 'kalo', 'yg', 'hilang', 'tingkat', 'keimanan', 'ketaqwaan', 'mending', 'laporpakkiai', 'kalo']",percumalaporpolisi kalo yg hilang tingkat iman ketaqwaan mending laporpakkiai kalo
"['muncul', 'tagar', 'percumalaporpolisi', 'pemerkosaan', 'anak', 'luwu', 'timur', 'dihentikan', 'tagar', 'muncul', 'rakyat', 'kecewa', 'kekerasan', 'seksual', 'diabaikan', 'polisi', 'https', 't', 'co', 'vhwwwhevda', 'jokowi', 'divhumas', 'polri', 'hoax', 'arifuddin', 'onche', 'noe', 'santara', 'p', 'eneste', 'tiavv']",muncul tagar percumalaporpolisi perkosa anak luwu timur henti tagar muncul rakyat kecewa keras seksual abai polisi https t co vhwwwhevda jokowi divhumas polri hoax arifuddin onche noe santara p eneste tiavv
"['percumalaporpolisi', 'viralkan']",percumalaporpolisi viralkan
"['memproses', 'viral', 'mengayomi', 'bayar', 'percumalaporpolisi']",proses viral ayom bayar percumalaporpolisi
"['muncul', 'tagar', 'percumalaporpolisi', 'pemerkosaan', 'anak', 'luwu', 'timur', 'dihentikan', 'kasusnya', 'memenuhi', 'syarat', 'dilanjutkan', 'tagar', 'muncul', 'rakyat', 'kecewa', 'kekerasan', 'seksual', 'diabaikan', 'polisi', 'https', 't', 'co', 'vhwwwhevda', 'jokowi', 'yanmas', 'reskrim', 'istidharto', 'imulya']",muncul tagar percumalaporpolisi perkosa anak luwu timur henti kasus penuh syarat lanjut tagar muncul rakyat kecewa keras seksual abai polisi https t co vhwwwhevda jokowi yanmas reskrim istidharto imulya
"['tagar', 'tren', 'percumalaporpolisi', 'masarakat', 'ketidak', 'percayaan', 'aparat', 'kepolisian', 'laporan', 'masarakat', 'banya', 'kasunya', 'tindak', 'lanjuti', 'wajar', 'hukum', 'tercoreng', 'oknum', 'rahasia', 'https', 't', 'co', 'p', 'l', 'os', 'j']",tagar tren percumalaporpolisi masarakat tidak percaya aparat polisi lapor masarakat banya kasunya tindak lanjut wajar hukum coreng oknum rahasia https t co p l os j
"['berkali', 'kali', 'bikin', 'lp', 'biaya', 'laporan', 'sampe', 'gelar', 'perkara', 'emang', 'ga', 'anggaran', 'penyelidikan', 'ga', 'laporan', 'dilanjut', 'penyidikan', 'percumalaporpolisi']",kali kali bikin lp biaya lapor sampe gelar perkara emang ga anggar lidi ga lapor lanjut sidi percumalaporpolisi
"['tagar', 'percumalaporpolisi', 'oknum', 'persebarannya', 'nasional']",tagar percumalaporpolisi oknum sebar nasional
"['auriga', 'mercury', 'pemerintahan', 'jokowi', 'skr', 'percumalaporpolisi']",auriga mercury perintah jokowi skr percumalaporpolisi
"['percumalaporpolisi', 'bang', 'benny', 'edward', 'bongkar', 'pungli', 'berujung', 'bui']",percumalaporpolisi bang benny edward bongkar pungli ujung bui
"['kompastv', 'percumalaporpolisi', 'enak', 'yaa', 'alasan', 'menunda', 'nunda', 'keadilan']",kompastv percumalaporpolisi enak yaa alas tunda nunda adil
"['dustapenguasa', 'gerombolan', 'pengecut', 'pengkhianat', 'berseragam', 'dibayar', 'rakyat', 'tp', 'bengis', 'thd', 'rakyat', 'percumalaporpolisi']",dustapenguasa gerombol kecut khianat seragam bayar rakyat tp bengis thd rakyat percumalaporpolisi
"['tagar', 'percumalaporpolisi', 'muncul', 'dugaan', 'pemerkosaan', 'anak', 'luwu', 'timur', 'dihentikan', 'kasusnya', 'memenuhi', 'syarat', 'dilanjutkan', 'tagar', 'muncul', 'buntut', 'banyaknya', 'kekerasan', 'seksual', 'yg', 'diabaikan', 'polisi', 'https', 't', 'co', 'vhwwwhevda', 'anskan', 'chendra', 'kaunang']",tagar percumalaporpolisi muncul duga perkosa anak luwu timur henti kasus penuh syarat lanjut tagar muncul buntut banyak keras seksual yg abai polisi https t co vhwwwhevda anskan chendra nang
"['tvonenews', 'percumalaporpolisi']",tvonenews percumalaporpolisi
"['edimahamg', 'percumalaporpolisi']",edimahamg percumalaporpolisi
"['ooo', 'yg', 'rame', 'percumalaporpolisi']",ooo yg rame percumalaporpolisi
"['percumalaporpolisi', 'kalo', 'berbalut', 'k', 'dijadikan', 'tersangka', 'v', 'https', 's', 'helo', 'app', 'com', 'al', 'wzrerxfxtr', 'c', 'tw', 'https', 't', 'co', 'iktgprp', 'j']",percumalaporpolisi kalo balut k jadi sangka v https s helo app com al wzrerxfxtr c tw https t co iktgprp j
"['percumalaporpolisi', 'percumalaporpolisi']",percumalaporpolisi percumalaporpolisi
"['detikcom', 'kompolnas', 'ri', 'ga', 'komen', 'yg', 'ngawur', 'heh', 'tagar', 'percumalaporpolisi', 'sbg', 'bentuk', 'kritik', 'kondisi', 'yg', 'ajang', 'pencarian', 'solusi', 'jubaedah']",detikcom kompolnas ri ga komen yg ngawur heh tagar percumalaporpolisi sbg bentuk kritik kondisi yg ajang cari solusi jubaedah
"['tvonenews', 'petarung', 'wakanda', 'tagar', 'kemarin', 'percumalaporpolisi']",tvonenews tarung wakanda tagar kemarin percumalaporpolisi
"['abis', 'baca', 'hastag', 'percumalaporpolisi', 'ya', 'polisi', 'gak', 'malu', 'gak', 'ngerubah', 'sistem', 'pelayanannya']",abis baca hastag percumalaporpolisi ya polisi gak malu gak ngerubah sistem layan
"['tvonenews', 'ikutan', 'percumalaporpolisi', 'https', 't', 'co', 'wsig', 'cb', 'q']",tvonenews ikut percumalaporpolisi https t co wsig cb q
"['tvonenews', 'percumalaporpolisi']",tvonenews percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['tempodotco', 'kang', 'cirengnya', 'bijak', 'percumalaporpolisi']",tempodotco kang cirengnya bijak percumalaporpolisi
"['alasan', 'percumalaporpolisi', 'tranding', 'topik']",alas percumalaporpolisi tranding topik
"['geloraco', 'percumalaporpolisi', 'meluas', 'dah']",geloraco percumalaporpolisi luas dah
['percumalaporpolisi'],percumalaporpolisi
"['hastag', 'percumalaporpolisi']",hastag percumalaporpolisi
"['txtdrpemerintah', 'karna', 'percumalaporpolisi']",txtdrpemerintah karna percumalaporpolisi
"['trlat', 'kayaknya', 'percumalaporpolisi']",trlat kayak percumalaporpolisi
"['kalo', 'emang', 'gini', 'ceritanya', 'gimana', 'gak', 'trending', 'coba', 'hastag', 'percumalaporpolisi']",kalo emang gin cerita gimana gak trending coba hastag percumalaporpolisi
"['abdljbrl', 'aja', 'krn', 'percumalaporpolisi']",abdljbrl aja krn percumalaporpolisi
"['politisi', 'pdi', 'perjuangan', 'kota', 'bogor', 'atty', 'somaddikarya', 'menanggapi', 'tagar', 'percumalaporpolisi', 'trending', 'media', 'sosial', 'medsos', 'selengkapnya', 'https', 't', 'co', 'oniiv', 'o', 'w', 'pdiperjuangan', 'pdiperjuanganjabar', 'pdip']",politis pdi juang kota bogor atty somaddikarya tanggap tagar percumalaporpolisi trending media sosial medsos lengkap https t co oniiv o w pdiperjuangan pdiperjuanganjabar pdip
"['tempodotco', 'percumalaporpolisi']",tempodotco percumalaporpolisi
"['rohmanmomo', 'percumalaporpolisi', 'cari', 'gantian', 'hancurkan']",rohmanmomo percumalaporpolisi cari ganti hancur
"['uang', 'diambil', 'pegawai', 'juta', 'bukti', 'cctv', 'sampe', 'kantor', 'polisi', 'ceritain', 'kejadiannya', 'trs', 'ga', 'tindakan', 'udah', 'kasih', 'data', 'lengkap', 'pegawainya', 'percumalaporpolisi']",uang ambil pegawai juta bukti cctv sampe kantor polisi ceritain jadi trs ga tindak udah kasih data lengkap pegawai percumalaporpolisi
"['tempodotco', 'percumalaporpolisi']",tempodotco percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['txtdrpemerintah', 'percumalaporpolisi']",txtdrpemerintah percumalaporpolisi
"['tempodotco', 'ngapain', 'jg', 'percumalaporpolisi']",tempodotco ngapain jg percumalaporpolisi
"['ndagels', 'percumalaporpolisi', 'yg', 'dipikiran', 'emang', 'ga']",ndagels percumalaporpolisi yg pikir emang ga
"['viral', 'tagar', 'percumalaporpolisi', 'ipw', 'kapolri', 'listyo', 'sigit', 'gagas', 'bersih', 'bersih', 'reserse', 'https', 't', 'co', 'meic', 'udvr']",viral tagar percumalaporpolisi ipw kapolri listyo sigit gagas bersih bersih reserse https t co meic udvr
['percumalaporpolisi'],percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['ndons', 'back', 'kasihan', 'yg', 'komen', 'gagal', 'paham', 'kesalahan', 'sang', 'suami', 'divonis', 'bersalah', 'aksi', 'penikamannya', 'laporan', 'dr', 'istrinya', 'main', 'hakim', 'polisi', 'kada']",ndons back kasihan yg komen gagal paham salah sang suami vonis salah aksi tikam lapor dr istri main hakim polisi kada
"['percumalaporpolisi', 'hebohkah', 'paham']",percumalaporpolisi heboh paham
"['kehilangan', 'motor', 'uang', 'mengurus', 'administrasi', 'coba', 'pikirkan', 'orang', 'kemalangan', 'uang', 'skrgpun', 'hasilnya', 'percumalaporpolisi']",hilang motor uang urus administrasi coba pikir orang malang uang skrgpun hasil percumalaporpolisi
"['eunha', 'txtdrpemerintah', 'naikin', 'yuk', 'percumalaporpolisi']",eunha txtdrpemerintah naikin yuk percumalaporpolisi
"['erna', 'st', 'percumalaporpolisi']",erna st percumalaporpolisi
"['memproses', 'yg', 'viral', 'mengayomi', 'bayar', 'percumalaporpolisi']",proses yg viral ayom bayar percumalaporpolisi
"['kompascom', 'menemukan', 'alat', 'bukti', 'tugasmu', 'pulisi', 'divhumas', 'polri', 'percumalaporpolisi']",kompascom temu alat bukti tugas pulisi divhumas polri percumalaporpolisi
"['darimakassar', 'sdh', 'pd', 'titik', 'ga', 'peduli', 'sekedar', 'bersuara', 'percumalaporpolisi', 'jg', 'ga', 'jaman', 'now']",darimakassar sdh pd titik ga peduli dar suara percumalaporpolisi jg ga jaman now
"['agussun', 'rohmanmomo', 'hahahaha', 'percumalaporpolisi']",agussun rohmanmomo hahahaha percumalaporpolisi
"['tagarnya', 'viral', 'jd', 'keinget', 'hilang', 'motor', 'laporan', 'cuman', 'sebatas', 'formalitas', 'emang', 'percumalaporpolisi', 'kalo', 'gada', 'duitnye']",tagar viral jd keinget hilang motor lapor cuman batas formalitas emang percumalaporpolisi kalo gada duitnye
"['detikcom', 'percumalaporpolisi']",detikcom percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['kenpa', 'ga', 'lapor', 'karna', 'percumalaporpolisi']",kenpa ga lapor karna percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['tvonenews', 'ditindaklanjuti', 'mimpi', 'kaleeee', 'yeee', 'beda', 'lapor', 'cukong', 'disiapkan', 'karpet', 'merah', 'percumalaporpolisi']",tvonenews ditindaklanjuti mimpi kaleeee yeee beda lapor cukong siap karpet merah percumalaporpolisi
"['detikcom', 'iya', 'komponas', 'tagar', 'percumalaporpolisi', 'menyelesaikan', 'tagar', 'berujung', 'percumalaporpolisi', 'baca', 'aja', 'komentar', 'rakyat', 'indonesia', 'media', 'media', 'sosial']",detikcom iya komponas tagar percumalaporpolisi selesai tagar ujung percumalaporpolisi baca aja komentar rakyat indonesia media media sosial
"['gakpunya', 'duit', 'gak', 'popularitas', 'gapunya', 'jabatan', 'belajarlah', 'sekuat', 'tenaga', 'polisi', 'percumalaporpolisi']",gakpunya duit gak popularitas gapunya jabat bajar kuat tenaga polisi percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['bercinta', 'jenis', 'gimana', 'ya', 'benzema', 'and', 'mbappe', 'jokowipresidenjenius', 'spanyol', 'eric', 'garcia', 'percumalaporpolisi', 'offside', 'trustedbo', 'senin', 'giroud', 'pogba', 'zidane', 'world', 'cup', 'spain', 'vcs', 'chatseks', 'sange', 'aaaaaaaaaah', 'tiktok', 'https', 't', 'co', 'nxbgjgv']",cinta jenis gimana ya benzema and mbappe jokowipresidenjenius spanyol eric garcia percumalaporpolisi offside trustedbo senin giroud pogba zidane world cup spain vcs chatseks sange aaaaaaaaaah tiktok https t co nxbgjgv
"['kesana', 'kalo', 'dokumen', 'resmi', 'aja', 'follow', 'up', 'dokumen', 'it', 's', 'all', 'bout', 'the', 'money', 'it', 's', 'all', 'bout', 'the', 'dum', 'dum', 'durudumdum', 'percumalaporpolisi']",kesana kalo dokumen resmi aja follow up dokumen it s all bout the money it s all bout the dum dum durudumdum percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['tabu', 'percumalaporpolisi']",tabu percumalaporpolisi
"['detikcom', 'emang', 'lapor', 'polisi', 'urusannya', 'duitnya', 'kagak', 'selesai', 'polisi', 'identik', 'duit', 'rakyat', 'saksi', 'percumalaporpolisi', 'percumalaporpolisi', 'percumalaporpolisi']",detikcom emang lapor polisi urus duit kagak selesai polisi identik duit rakyat saksi percumalaporpolisi percumalaporpolisi percumalaporpolisi
"['nama', 'institusi', 'bikin', 'paranoid', 'komplit', 'menyedihkan', 'bap', 'tergantung', 'kronologi', 'tergantung', 'mood', 'penyidik', 'anakku', 'lugu', 'ingusan', 'masuk', 'sel', 'berteman', 'pengguna', 'narkobis', 'percumalaporpolisi']",nama institusi bikin paranoid komplit sedih bap gantung kronologi gantung mood sidik anak lugu ingus masuk sel teman guna narkobis percumalaporpolisi
"['lapor', 'polisi', 'tuntas', 'kah', 'percumalaporpolisi']",lapor polisi tuntas kah percumalaporpolisi
"['projectm', 'org', 'percumalaporpolisi']",projectm org percumalaporpolisi
"['kerjanya', 'pol', 'ngapain', 'percumalaporpolisi']",kerja pol ngapain percumalaporpolisi
"['viral', 'tagar', 'percumalaporpolisi', 'ipw', 'bahan', 'evaluasi', 'kapolri', 'https', 't', 'co', 'odqpuwtaj']",viral tagar percumalaporpolisi ipw bahan evaluasi kapolri https t co odqpuwtaj
"['percumalaporpolisi', 'korban', 'tersangka', 'polisi', 'lulus', 'polisi', 'syarat', 'nya', 'sih', 'heran', 'jokowipresidenjenius', 'https', 't', 'co', 'tz', 'cj', 'vxc']",percumalaporpolisi korban sangka polisi lulus polisi syarat nya sih heran jokowipresidenjenius https t co tz cj vxc
"['ah', 'gw', 'sadar', 'knp', 'ga', 'lapor', 'pas', 'ketipu', 'jt', 'an', 'onlenshop', 'pas', 'gw', 'ikhlas', 'in', 'aja', 'skrg', 'gw', 'tau', 'klo', 'lapor', 'gaada', 'hasil', 'ribet', 'solusi', 'percumalaporpolisi']",ah gw sadar knp ga lapor pas tipu jt an onlenshop pas gw ikhlas in aja skrg gw tau klo lapor gaada hasil ribet solusi percumalaporpolisi
"['txtdrpemerintah', 'ku', 'supir', 'ekspedisi', 'sby', 'bali', 'kecelakaan', 'uang', 'saku', 'nya', 'diambil', 'orang', 'lapor', 'polisi', 'polisi', 'nya', 'bilang', 'buktinya', 'uang', 'nya', 'percumalaporpolisi']",txtdrpemerintah ku supir ekspedisi sby bal celaka uang saku nya ambil orang lapor polisi polisi nya bilang bukti uang nya percumalaporpolisi
"['tvonenews', 'percumalaporpolisi']",tvonenews percumalaporpolisi
"['rumah', 'kemalingan', 'motor', 'amp', 'hp', 'hasil', 'tugas', 'beliau', 'keterbatasan', 'alat', 'sdm', 'dll', 'percumalaporpolisi']",rumah maling motor amp hp hasil tugas beliau batas alat sdm dll percumalaporpolisi
"['iahk', 'rohmanmomo', 'percumalaporpolisi']",iahk rohmanmomo percumalaporpolisi
"['nonton', 'sex', 'education', 'gua', 'nyadar', 'percumalaporpolisi', 'indonesia', 'aimee', 'lecehin', 'bus', 'diajak', 'maeve', 'kantor', 'polisi', 'aimee', 'bilang', 'sorry', 'for', 'washing', 'your', 'time', 'polisi', 'polisinya', 'langsung', 'bilang', 'nggak', 'buang', 'cont']",nonton sex education gua nyadar percumalaporpolisi indonesia aimee lecehin bus ajak maeve kantor polisi aimee bilang sorry for washing your time polisi polisi langsung bilang nggak buang cont
"['jokowibohonglagi', 'percumalaporpolisi', 'jokowibohonglagi']",jokowibohonglagi percumalaporpolisi jokowibohonglagi
"['cerpelailogam', 'hyvaikal', 'percumalaporpolisi']",cerpelailogam hyvaikal percumalaporpolisi
"['edimahamg', 'anggaran', 't', 'pas', 'lapor', 'srh', 'cari', 'sndri', 'percumalaporpolisi']",edimahamg anggar t pas lapor srh cari sndri percumalaporpolisi
"['saudaraku', 'kehilangan', 'unit', 'mobil', 'pelakunya', 'melarikan', 'lapor', 'ya', 'percumalaporpolisi']",saudara hilang unit mobil laku lari lapor ya percumalaporpolisi
"['tempodotco', 'percumalaporpolisi']",tempodotco percumalaporpolisi
"['nagakunya', 'oknum', 'merata', 'negri', 'oknum', 'percumalaporpolisi']",nagakunya oknum rata negri oknum percumalaporpolisi
"['ariel', 'heryanto', 'cemburu', 'perkembangan', 'kemajuan', 'hukum', 'negri', 'orang', 'perihal', 'kesetaraan', 'gender', 'negri', 'berkutat', 'percumalaporpolisi']",ariel heryanto cemburu kembang maju hukum negri orang perihal tara gender negri kutat percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['pilihan', 'baim', 'dita', 'time', 'outa', 'diam', 'gaungkan', 'percumalaporpolisi', 'spanyol', 'telinga', 'pembesar', 'pdip', 'tujuannya', 'biar', 'paham', 'seserius', 'https', 't', 'co', 'ganagmpiw']",pilih baim dita time outa diam gaung percumalaporpolisi spanyol telinga besar pdip tuju biar paham serius https t co ganagmpiw
"['fullmoonfolks', 'percumalaporpolisi']",fullmoonfolks percumalaporpolisi
"['tvonenews', 'bnyk', 'lapor', 'pelapornya', 'jd', 'tersangka', 'prnh', 'baca', 'berita', 'orang', 'kemalingan', 'lapor', 'jd', 'tersengka', 'lawan', 'begal', 'jd', 'tersangka', 'dll', 'percumalaporpolisi']",tvonenews bnyk lapor lapor jd sangka prnh baca berita orang maling lapor jd tersengka lawan begal jd sangka dll percumalaporpolisi
"['percumalaporpolisi', 'sy', 'melaporkn', 'oknum', 'polisi', 'yg', 'merusak', 'dn', 'mlakukan', 'aborsi', 'hsil', 'perselingkuhn', 'dgn', 'istri', 'sy', 'yg', 'nangkap', 'polisi', 'jga', 'yg', 'mmbawa', 'kers', 'smua', 'polisi', 'kapolsek', 'dn', 'jajarannya', 'tp', 'knpa', 'ujungnya', 'sp']",percumalaporpolisi sy melaporkn oknum polisi yg rusak dn mlakukan aborsi hsil perselingkuhn dgn istri sy yg nangkap polisi jga yg mmbawa kers smua polisi kapolsek dn jajar tp knpa ujung sp
"['rohmanmomo', 'tagar', 'percumalaporpolisi', 'tanda', 'pesimistis', 'tanda', 'realita', 'contoh', 'sederhana', 'nya', 'respon', 'polisi', 'tau', 'kejadian', 'tabrak', 'lari', 'emang', 'gak', 'inisiatif', 'cek', 'cctv', 'pakpol']",rohmanmomo tagar percumalaporpolisi tanda pesimistis tanda realita contoh sederhana nya respon polisi tau jadi tabrak lari emang gak inisiatif cek cctv pakpol
"['makan', 'gaji', 'aja', 'komisioner', 'kompolnas', 'klo', 'tagar', 'spt', 'pertanda', 'aparat', 'polisi', 'menyakiti', 'rakyat', 'ribuan', 'laporan', 'mal', 'etik', 'hukum', 'aparat', 'polisi', 'kompolnas', 'tanggapi', 'dg', 'pembelaan', 'pd', 'institusi', 'https', 't', 'co', 'fw', 'areffwy', 'percumalaporpolisi', 'pernyataannya']",makan gaji aja komisioner kompolnas klo tagar spt tanda aparat polisi sakit rakyat ribu lapor mal etik hukum aparat polisi kompolnas tanggap dg bela pd institusi https t co fw areffwy percumalaporpolisi nyata
"['mobil', 'gua', 'hilang', 'udah', 'setaun', 'yg', 'uda', 'laporan', 'polisi', 'uang', 'smpe', 'skrg', 'mobil', 'gua', 'gatau', 'dimna', 'pusing', 'tinggal', 'negara', 'sndri', 'teh', 'dibikin', 'ripuh', 'percumalaporpolisi']",mobil gua hilang udah taun yg uda lapor polisi uang smpe skrg mobil gua gatau dimna pusing tinggal negara sndri teh bikin ripuh percumalaporpolisi
"['percumalaporpolisi', 'percumalaporpolisi', 'percumalaporpolisi']",percumalaporpolisi percumalaporpolisi percumalaporpolisi
"['volttacklee', 'mhsd', 'dgkopl', 'xcelynnnn', 'mas', 'loko', 'percumalaporpolisi']",volttacklee mhsd dgkopl xcelynnnn mas loko percumalaporpolisi
"['detikcom', 'inih', 'blm', 'ngerasain', 'hilang', 'motor', 'sih', 'lapor', 'pol', 'cuman', 'terima', 'laporan', 'nya', 'udah', 'gitu', 'doang', 'motor', 'nya', 'mah', 'gak', 'cari', 'percumalaporpolisi']",detikcom inih blm ngerasain hilang motor sih lapor pol cuman terima lapor nya udah gitu doang motor nya mah gak cari percumalaporpolisi
"['kompolnas', 'tagar', 'percumalaporpolisi', 'selesaikan', 'https', 't', 'co', 'a', 'mfqawe', 'https', 't', 'co', 'acpekp', 'd']",kompolnas tagar percumalaporpolisi selesai https t co a mfqawe https t co acpekp d
"['kompastv', 'percumalaporpolisi']",kompastv percumalaporpolisi
['percumalaporpolisi'],percumalaporpolisi
"['cerita', 'percumalaporpolisi', 'jenderal', 'juniortumilaar', 'polri', 'dihadapkan', 'ter', 'reduksinya', 'public', 'trust', 'tinggal', 'idaman', 'mertua', 'mengembalikan', 'public', 'trust']",cerita percumalaporpolisi jenderal juniortumilaar polri hadap ter reduksi public trust tinggal idam mertua kembali public trust
"['ehhh', 'tunggu', 'sebenernya', 'polisi', 'suka', 'memberantas', 'kejahatan', 'kalok', 'percumalaporpolisi']",ehhh tunggu sebenernya polisi suka berantas jahat kalok percumalaporpolisi
"['mari', 'suarakan', 'percumalaporpolisi', 'lupa', 'poldasulsel', 'masuk', 'peti', 'es', 'tragediluwu', 'fenomena', 'gunung', 'es', 'baim', 'dita', 'time', 'out', 'korban', 'https', 't', 'co', 'fjjqmux', 'd']",mari suara percumalaporpolisi lupa poldasulsel masuk peti es tragediluwu fenomena gunung es baim dita time out korban https t co fjjqmux d
['percumalaporpolisi'],percumalaporpolisi
"['txtdrpemerintah', 'percumalaporpolisi']",txtdrpemerintah percumalaporpolisi
